Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1757597406,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1757597407,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1757597408,2,,Aggregated,0.000000,0.000000,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1,0,1947.9423000011593,1947.9423000011593,1947.9423000011593,1947.9423000011593,81.0
1757597409,4,,Aggregated,0.000000,0.000000,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,4,1,770.0,1227.6398499961942,257.61159998364747,1947.9423000011593,59.0
1757597410,5,,Aggregated,0.000000,0.000000,1900,1900,1900,1900,2000,2000,2000,2000,2000,2000,2000,6,2,770.0,1217.7767333341762,257.61159998364747,2045.432899845764,49.5
1757597411,5,,Aggregated,0.666667,0.000000,1900,1900,2000,2000,2100,2100,2100,2100,2100,2100,2100,7,2,1900.0,1338.9279857011777,257.61159998364747,2065.835499903187,54.0
1757597412,5,,Aggregated,1.250000,0.250000,350,1400,1900,1900,2000,2100,2100,2100,2100,2100,2100,14,2,260.0,845.3858928821448,121.0259001236409,2065.835499903187,54.214285714285715
1757597413,5,,Aggregated,1.250000,0.250000,310,770,1400,1900,2000,2100,2100,2100,2100,2100,2100,18,2,260.0,752.5035833500119,121.0259001236409,2065.835499903187,53.94444444444444
1757597414,5,,Aggregated,2.000000,0.333333,310,770,1400,1900,2000,2100,2100,2100,2100,2100,2100,19,2,310.0,729.1356947420066,121.0259001236409,2065.835499903187,55.36842105263158
1757597415,5,,Aggregated,2.571429,0.285714,220,310,350,1000,1900,2000,2100,2100,2100,2100,2100,30,2,210.0,532.6151700147117,118.76430013217032,2065.835499903187,55.06666666666667
1757597416,5,,Aggregated,2.571429,0.285714,210,310,350,770,1900,2000,2100,2100,2100,2100,2100,32,2,210.0,509.085400015465,118.76430013217032,2065.835499903187,55.625
1757597417,5,,Aggregated,3.000000,0.222222,220,300,310,770,1900,2000,2100,2100,2100,2100,2100,34,2,210.0,494.44248824489904,118.76430013217032,2065.835499903187,54.8235294117647
1757597418,5,,Aggregated,3.200000,0.200000,210,290,310,350,1900,2000,2100,2100,2100,2100,2100,38,3,210.0,461.5831236894193,118.76430013217032,2065.835499903187,53.973684210526315
1757597419,5,,Aggregated,3.300000,0.200000,210,280,310,350,1400,1900,2100,2100,2100,2100,2100,42,4,210.0,442.2544238124309,113.90180001035333,2065.835499903187,53.45238095238095
1757597420,5,,Aggregated,3.700000,0.300000,210,280,310,340,1400,1900,2100,2100,2100,2100,2100,46,5,210.0,424.9774369603509,113.90180001035333,2065.835499903187,52.91304347826087
1757597421,5,,Aggregated,3.700000,0.300000,210,280,310,350,1400,1900,2100,2100,2100,2100,2100,48,5,210.0,420.05161666990415,113.90180001035333,2065.835499903187,53.375
1757597422,5,,Aggregated,3.900000,0.400000,210,260,310,340,1000,1900,2000,2100,2100,2100,2100,54,5,210.0,393.326350000549,113.04509988985956,2065.835499903187,53.68518518518518
1757597423,5,,Aggregated,3.900000,0.400000,210,260,310,340,1000,1900,2000,2100,2100,2100,2100,54,5,210.0,393.326350000549,113.04509988985956,2065.835499903187,53.68518518518518
1757597424,5,,Aggregated,4.200000,0.300000,210,290,330,370,1000,1900,2000,2100,2100,2100,2100,60,7,210.0,389.02461166726425,113.04509988985956,2065.835499903187,53.31666666666667
1757597425,5,,Aggregated,4.200000,0.300000,210,290,330,370,770,1900,2000,2100,2100,2100,2100,62,7,210.0,386.74862580298776,113.04509988985956,2065.835499903187,52.903225806451616
1757597426,5,,Aggregated,4.100000,0.500000,210,270,310,350,770,1900,2000,2100,2100,2100,2100,69,9,210.0,364.495837672924,113.04509988985956,2065.835499903187,53.20289855072464
1757597427,5,,Aggregated,3.500000,0.500000,210,280,310,370,510,1900,2000,2100,2100,2100,2100,73,9,210.0,360.88461642893515,113.04509988985956,2065.835499903187,53.15068493150685
1757597428,5,,Aggregated,3.500000,0.500000,210,270,310,370,510,1900,2000,2100,2100,2100,2100,74,9,210.0,358.1305486401795,113.04509988985956,2065.835499903187,53.0
1757597429,5,,Aggregated,3.400000,0.600000,210,280,310,350,510,1900,2000,2100,2100,2100,2100,76,10,210.0,354.711664463761,113.04509988985956,2065.835499903187,52.44736842105263
1757597430,5,,Aggregated,3.700000,0.600000,210,280,310,340,450,1400,2000,2100,2100,2100,2100,82,11,210.0,344.48871218383584,113.04509988985956,2065.835499903187,52.47560975609756
1757597431,5,,Aggregated,3.700000,0.600000,210,280,310,340,450,1400,2000,2100,2100,2100,2100,82,11,210.0,344.48871218383584,113.04509988985956,2065.835499903187,52.47560975609756
1757597432,5,,Aggregated,3.700000,0.600000,200,260,310,340,450,1400,2000,2100,2100,2100,2100,89,13,200.0,332.71396515911886,113.04509988985956,2065.835499903187,52.157303370786515
1757597433,5,,Aggregated,3.400000,0.600000,200,260,310,330,430,1400,2000,2100,2100,2100,2100,95,13,200.0,324.74750525465134,113.04509988985956,2065.835499903187,53.23157894736842
1757597434,5,,Aggregated,3.200000,0.800000,200,250,290,310,430,1000,1900,2000,2100,2100,2100,103,13,200.0,313.0295184413785,113.04509988985956,2065.835499903187,53.650485436893206
1757597435,5,,Aggregated,3.700000,0.800000,200,250,290,310,430,1000,1900,2000,2100,2100,2100,110,14,200.0,305.2840672666207,113.04509988985956,2065.835499903187,53.518181818181816
1757597436,5,,Aggregated,4.200000,0.600000,200,250,290,310,430,1000,1900,2000,2100,2100,2100,111,14,200.0,303.7898963912986,113.04509988985956,2065.835499903187,53.414414414414416
